,Airline,Airline ID,Source Airport,Destination Airport,Codeshare,Stops,Equipment,source_airport_idx,dest_airport_idx
0,2B,410,ASF,KZN,,0,CR2,0,6
1,2B,410,ASF,MRV,,0,CR2,0,8
2,2B,410,CEK,KZN,,0,CR2,1,6
3,2B,410,CEK,OVB,,0,CR2,1,12
4,2B,410,DME,KZN,,0,CR2,2,6
5,2B,410,DME,NBC,,0,CR2,2,9
6,2B,410,DME,TGK,,0,CR2,2,14
7,2B,410,DME,UUA,,0,CR2,2,15
8,2B,410,EGO,KGD,,0,CR2,3,5
9,2B,410,EGO,KZN,,0,CR2,3,6
10,2B,410,GYD,NBC,,0,CR2,4,9
11,2B,410,KGD,EGO,,0,CR2,5,3
12,2B,410,KZN,AER,,0,CR2,6,786
13,2B,410,KZN,ASF,,0,CR2,6,0
14,2B,410,KZN,CEK,,0,CR2,6,1
15,2B,410,KZN,DME,,0,CR2,6,2
16,2B,410,KZN,EGO,,0,CR2,6,3
17,2B,410,KZN,LED,,0,CR2,6,7
18,2B,410,KZN,SVX,,0,CR2,6,13
19,2B,410,LED,KZN,,0,CR2,7,6
20,2B,410,LED,NBC,,0,CR2,7,9
21,2B,410,LED,UUA,,0,CR2,7,15
22,2B,410,MRV,ASF,,0,CR2,8,0
23,2B,410,NBC,DME,,0,CR2,9,2
24,2B,410,NBC,GYD,,0,CR2,9,4
25,2B,410,NBC,LED,,0,CR2,9,7
26,2B,410,NBC,SVX,,0,CR2,9,13
27,2B,410,NJC,SVX,,0,CR2,10,13
28,2B,410,NJC,UUA,,0,CR2,10,15
29,2B,410,NUX,SVX,,0,CR2,11,13
30,2B,410,OVB,CEK,,0,CR2,12,1
31,2B,410,OVB,SVX,,0,CR2,12,13
32,2B,410,SVX,KZN,,0,CR2,13,6
33,2B,410,SVX,NBC,,0,CR2,13,9
34,2B,410,SVX,NJC,,0,CR2,13,10
35,2B,410,SVX,NUX,,0,CR2,13,11
36,2B,410,SVX,OVB,,0,CR2,13,12
37,2B,410,TGK,DME,,0,CR2,14,2
38,2B,410,UUA,DME,,0,CR2,15,2
39,2B,410,UUA,LED,,0,CR2,15,7
40,2B,410,UUA,NJC,,0,CR2,15,10
41,2G,1654,BTK,IKT,,0,A81,16,18
42,2G,1654,BTK,OVB,,0,A81,16,12
43,2G,1654,CEK,OVB,,0,A81,1,12
44,2G,1654,HTA,IKT,,0,AN4,17,18
45,2G,1654,IKT,BTK,,0,A81,18,16
46,2G,1654,IKT,HTA,,0,AN4,18,17
47,2G,1654,IKT,KCK,,0,AN4,18,19
48,2G,1654,IKT,ODO,,0,AN4,18,21
49,2G,1654,IKT,OVB,,0,A81,18,12
50,2G,1654,IKT,UKX,,0,AN4,18,22
51,2G,1654,IKT,ULK,,0,AN4,18,23
52,2G,1654,IKT,YKS,,0,A81,18,24
53,2G,1654,KCK,IKT,,0,AN4,19,18
54,2G,1654,MJZ,OVB,,0,A81,20,12
55,2G,1654,ODO,IKT,,0,AN4,21,18
56,2G,1654,OVB,BTK,,0,A81,12,16
57,2G,1654,OVB,CEK,,0,A81,12,1
58,2G,1654,OVB,IKT,,0,A81,12,18
59,2G,1654,UKX,IKT,,0,AN4,22,18
60,2G,1654,ULK,IKT,,0,AN4,23,18
61,2G,1654,YKS,IKT,,0,A81,24,18
62,2I,8359,AYP,LIM,,0,142,25,29
63,2I,8359,CUZ,LIM,,0,142 141,26,29
64,2I,8359,CUZ,PEM,,0,142,26,31
65,2I,8359,HUU,LIM,,0,141,27,29
66,2I,8359,IQT,PCL,,0,143,28,30
67,2I,8359,IQT,TPP,,0,142,28,32
68,2I,8359,LIM,AYP,,0,142,29,25
69,2I,8359,LIM,CUZ,,0,142 141,29,26
70,2I,8359,LIM,HUU,,0,141,29,27
71,2I,8359,LIM,PCL,,0,143 146,29,30
72,2I,8359,LIM,TPP,,0,142 146,29,32
73,2I,8359,PCL,IQT,,0,143,30,28
74,2I,8359,PCL,LIM,,0,143 146,30,29
75,2I,8359,PCL,TPP,,0,146,30,32
76,2I,8359,PEM,CUZ,,0,142,31,26
77,2I,8359,TPP,IQT,,0,142,32,28
78,2I,8359,TPP,LIM,,0,142 146,32,29
79,2I,8359,TPP,PCL,,0,146,32,30
80,2J,470,ABJ,BOY,,0,CRJ,33,36
81,2J,470,ABJ,OUA,,0,E70 CRJ M87,33,41
82,2J,470,ACC,OUA,,0,CRJ,34,41
83,2J,470,BKO,ABJ,,0,M87,35,33
84,2J,470,BKO,DKR,,0,M87,35,38
85,2J,470,BKO,OUA,,0,CRJ,35,41
86,2J,470,BOY,ABJ,,0,CRJ,36,33
87,2J,470,BOY,OUA,,0,CRJ,36,41
88,2J,470,COO,LFW,,0,M87,37,39
89,2J,470,COO,OUA,,0,M87,37,41
90,2J,470,DKR,BKO,,0,M87,38,35
91,2J,470,DKR,OUA,,0,M87,38,41
92,2J,470,LFW,OUA,,0,M87 CRJ,39,41
93,2J,470,NIM,OUA,,0,CRJ,40,41
94,2J,470,OUA,ABJ,,0,E70 CRJ M87,41,33
95,2J,470,OUA,ACC,,0,CRJ,41,34
96,2J,470,OUA,BKO,,0,M87 CRJ,41,35
97,2J,470,OUA,BOY,,0,CRJ,41,36
98,2J,470,OUA,COO,,0,M87,41,37
99,2J,470,OUA,DKR,,0,M87,41,38
100,2J,470,OUA,LFW,,0,CRJ,41,39
101,2J,470,OUA,NIM,,0,CRJ,41,40
102,2K,1338,BOG,GYE,,0,319,42,44
103,2K,1338,BOG,UIO,,0,319 320,42,47
104,2K,1338,CLO,GYE,,0,319,43,44
105,2K,1338,GYE,BOG,,0,319,44,42
106,2K,1338,GYE,CLO,,0,319,44,43
107,2K,1338,GYE,SCY,,0,319 320,44,46
108,2K,1338,GYE,UIO,,0,320 319,44,47
109,2K,1338,OCC,UIO,,0,319,45,47
110,2K,1338,SCY,GYE,,0,319 320,46,44
111,2K,1338,UIO,BOG,,0,319 320,47,42
112,2K,1338,UIO,GYE,,0,319,47,44
113,2K,1338,UIO,OCC,,0,319,47,45
114,2L,2750,BDS,ZRH,,0,100,48,56
115,2L,2750,BOD,ZRH,,0,100,49,56
116,2L,2750,BRS,ZRH,,0,100,50,56
117,2L,2750,GVA,LPA,,0,319,51,53
118,2L,2750,LCA,ZRH,,0,319,52,56
119,2L,2750,LPA,ZRH,,0,319,53,56
120,2L,2750,RMF,ZRH,,0,319,54,56
121,2L,2750,TFS,GVA,,0,319,55,51
122,2L,2750,ZRH,BDS,,0,100,56,48
123,2L,2750,ZRH,BOD,,0,100,56,49
124,2L,2750,ZRH,BRS,,0,100,56,50
125,2L,2750,ZRH,LCA,,0,319,56,52
126,2L,2750,ZRH,LPA,,0,319,56,53
127,2L,2750,ZRH,RMF,,0,319,56,54
128,2N,3652,AJR,LYC,,0,ATP,57,66
129,2N,3652,ARN,GEV,,0,ATP,58,59
130,2N,3652,ARN,HAD,,0,SF3,58,60
131,2N,3652,ARN,JKG,,0,ATP SF3,58,62
132,2N,3652,ARN,KRF,,0,ATP,58,64
133,2N,3652,ARN,KSD,,0,SF3,58,65
134,2N,3652,ARN,LYC,,0,ATP,58,66
135,2N,3652,ARN,MHQ,,0,SF3,58,67
136,2N,3652,ARN,OER,,0,ATR,58,68
137,2N,3652,ARN,POR,,0,SF3,58,70
138,2N,3652,ARN,TRF,,0,SF3,58,72
139,2N,3652,ARN,VBY,,0,SF3 ATP,58,73
140,2N,3652,ARN,VHM,,0,SF3,58,74
141,2N,3652,ARN,VXO,,0,SF3,58,75
142,2N,3652,GEV,ARN,,0,ATP,59,58
143,2N,3652,GEV,KRF,,0,ATP,59,64
144,2N,3652,HAD,ARN,,0,SF3 ATP,60,58
145,2N,3652,HAD,JKG,,0,ATP SF3,60,62
146,2N,3652,HAD,VXO,,0,SF3,60,75
147,2N,3652,HMV,VHM,,0,SF3,61,74
148,2N,3652,JKG,ARN,,0,ATP SF3,62,58
149,2N,3652,JKG,HAD,,0,ATP SF3,62,60
150,2N,3652,KOK,POR,,0,SF3,63,70
151,2N,3652,KRF,ARN,,0,ATP,64,58
152,2N,3652,KRF,GEV,,0,ATP,64,59
153,2N,3652,KSD,ARN,,0,SF3,65,58
154,2N,3652,LYC,AJR,,0,ATP,66,57
155,2N,3652,LYC,ARN,,0,ATP,66,58
156,2N,3652,MHQ,ARN,,0,SF3,67,58
157,2N,3652,MHQ,TKU,,0,SF3,67,71
158,2N,3652,OER,ARN,,0,ATR,68,58
159,2N,3652,OSL,VXO,,0,SF3,69,75
160,2N,3652,POR,ARN,,0,SF3,70,58
161,2N,3652,POR,KOK,,0,SF3,70,63
162,2N,3652,TKU,MHQ,,0,SF3,71,67
163,2N,3652,TRF,ARN,,0,SF3,72,58
164,2N,3652,VBY,ARN,,0,SF3 ATP,73,58
165,2N,3652,VHM,ARN,,0,SF3,74,58
166,2N,3652,VHM,HMV,,0,SF3,74,61
167,2N,3652,VXO,ARN,,0,SF3,75,58
168,2N,3652,VXO,OSL,,0,SF3,75,69
169,2O,146,ADQ,AOS,,0,BNI,76,77
170,2O,146,ADQ,KKB,,0,BNI,76,78
171,2O,146,ADQ,KLN,,0,BNI,76,79
172,2O,146,ADQ,KOZ,,0,BNI,76,80
173,2O,146,ADQ,OLH,,0,BNI,76,832
174,2O,146,AOS,KZB,,0,BNI,77,3409
175,2O,146,KKB,SYB,,0,BNI,78,81
176,2O,146,KLN,KYK,,0,BNI,79,3410
177,2O,146,KOZ,ORI,,0,BNI,80,833
178,2O,146,SYB,KPR,,0,BNI,81,3411
179,2P,897,BSO,MNL,,0,DH4,82,92
180,2P,897,BXU,MNL,,0,320,83,92
181,2P,897,CBO,MNL,,0,320,84,92
182,2P,897,CGY,MNL,,0,320,85,92
183,2P,897,CRM,MNL,,0,DH4,86,92
184,2P,897,DGT,MNL,,0,320,87,92
185,2P,897,DWC,MNL,,0,330,88,92
186,2P,897,GES,MNL,Y,0,320,89,92
187,2P,897,KLO,MNL,,0,320,90,92
188,2P,897,LGP,MNL,,0,320,91,92
189,2P,897,MNL,BSO,,0,DH4,92,82
190,2P,897,MNL,BXU,,0,320,92,83
191,2P,897,MNL,CBO,,0,320,92,84
192,2P,897,MNL,CGY,,0,320,92,85
193,2P,897,MNL,CRM,,0,DH4,92,86
194,2P,897,MNL,DGT,,0,320,92,87
195,2P,897,MNL,DWC,,0,330,92,88
196,2P,897,MNL,GES,Y,0,320,92,89
197,2P,897,MNL,KLO,,0,320,92,90
198,2P,897,MNL,LGP,,0,320,92,91
199,2P,897,MNL,MPH,,0,DH3,92,93
200,2P,897,MNL,OZC,,0,320,92,94
201,2P,897,MNL,PPS,,0,320,92,95
202,2P,897,MNL,RXS,,0,320,92,96
203,2P,897,MNL,SUG,,0,DH4,92,97
204,2P,897,MNL,TUG,,0,DH4,92,98
205,2P,897,MNL,ZAM,,0,320,92,99
206,2P,897,MPH,MNL,,0,DH3,93,92
207,2P,897,OZC,MNL,,0,320,94,92
208,2P,897,PPS,MNL,,0,320,95,92
209,2P,897,RXS,MNL,,0,320,96,92
210,2P,897,SUG,MNL,,0,DH4,97,92
211,2P,897,TUG,MNL,,0,DH4,98,92
212,2P,897,ZAM,MNL,,0,320,99,92
213,2Z,1729,AUX,PMW,,0,AT7,100,112
214,2Z,1729,BRA,BSB,,0,AT7,101,102
215,2Z,1729,BRA,SSA,,0,AT7,101,115
216,2Z,1729,BSB,BRA,,0,AT7,102,101
217,2Z,1729,BSB,OPS,,0,AT7,102,110
218,2Z,1729,BSB,RAO,,0,AT7,102,113
219,2Z,1729,CAC,GRU,,0,AT7,103,108
220,2Z,1729,CGB,GYN,,0,AT7,104,109
221,2Z,1729,CGB,OPS,,0,AT7,104,110
222,2Z,1729,CGR,DOU,,0,AT7,105,106
223,2Z,1729,DOU,CGR,,0,AT7,106,105
224,2Z,1729,DOU,GRU,,0,AT7,106,108
225,2Z,1729,GIG,RAO,,0,AT7,107,113
226,2Z,1729,GRU,CAC,,0,AT7,108,103
227,2Z,1729,GRU,DOU,,0,AT7,108,106
228,2Z,1729,GRU,RAO,,0,AT7,108,113
229,2Z,1729,GRU,UBA,,0,AT7,108,116
230,2Z,1729,GRU,UDI,,0,AT7,108,117
231,2Z,1729,GRU,VDC,,0,AT7,108,118
232,2Z,1729,GYN,CGB,,0,AT7,109,104
233,2Z,1729,GYN,PMW,,0,AT7,109,112
234,2Z,1729,GYN,RAO,,0,AT7,109,113
235,2Z,1729,GYN,UDI,,0,AT7,109,117
236,2Z,1729,OPS,BSB,,0,AT7,110,102
237,2Z,1729,OPS,CGB,,0,AT7,110,104
238,2Z,1729,PLU,RAO,,0,AT7,111,113
239,2Z,1729,PMW,AUX,,0,AT7,112,100
240,2Z,1729,PMW,GYN,,0,AT7,112,109
241,2Z,1729,RAO,BSB,,0,AT7,113,102
242,2Z,1729,RAO,GIG,,0,AT7,113,107
243,2Z,1729,RAO,GRU,,0,AT7,113,108
244,2Z,1729,RAO,GYN,,0,AT7,113,109
245,2Z,1729,RAO,PLU,,0,AT7,113,111
246,2Z,1729,RAO,SJP,,0,AT7,113,114
247,2Z,1729,RAO,UDI,,0,AT7,113,117
248,2Z,1729,SJP,RAO,,0,AT7,114,113
249,2Z,1729,SSA,BRA,,0,AT7,115,101
250,2Z,1729,SSA,VDC,,0,AT7,115,118
251,2Z,1729,UBA,GRU,,0,AT7,116,108
252,2Z,1729,UBA,UDI,,0,AT7,116,117
253,2Z,1729,UDI,GRU,,0,AT7,117,108
254,2Z,1729,UDI,GYN,,0,AT7,117,109
255,2Z,1729,UDI,RAO,,0,AT7,117,113
256,2Z,1729,UDI,UBA,,0,AT7,117,116
257,2Z,1729,VDC,GRU,,0,AT7,118,108
258,2Z,1729,VDC,SSA,,0,AT7,118,115
259,3E,10739,BRL,ORD,,0,CNC,119,122
260,3E,10739,BRL,STL,,0,CNC,119,123
261,3E,10739,DEC,ORD,,0,CNC,120,122
262,3E,10739,DEC,STL,,0,CNC,120,123
263,3E,10739,JBR,STL,,0,CNC,121,123
264,3E,10739,ORD,BRL,,0,CNC,122,119
265,3E,10739,ORD,DEC,,0,CNC,122,120
266,3E,10739,STL,BRL,,0,CNC,123,119
267,3E,10739,STL,DEC,,0,CNC,123,120
268,3E,10739,STL,JBR,,0,CNC,123,121
269,3F,16262,CGA,HYL,,0,DHP,124,125
270,3F,16262,CGA,KTN,,0,DHP,124,127
271,3F,16262,HYL,CGA,,0,DHP,125,124
272,3F,16262,HYL,KTB,,0,DHP,125,126
273,3F,16262,HYL,KTN,,0,DHP,125,127
274,3F,16262,KTB,HYL,,0,DHP,126,125
275,3F,16262,KTB,KTN,,0,DHP,126,127
276,3F,16262,KTN,CGA,,0,DHP,127,124
277,3F,16262,KTN,HYL,,0,DHP,127,125
278,3F,16262,KTN,KTB,,0,DHP,127,126
279,3F,16262,KTN,MTM,,0,DHP,127,128
280,3F,16262,MTM,KTN,,0,DHP,128,127
281,3G,595,ACC,DKR,,0,319,34,38
282,3G,595,ACC,LOS,,0,319,34,135
283,3G,595,ACC,ROB,,0,319,34,137
284,3G,595,BCN,BJL,,0,319,129,130
285,3G,595,BJL,BCN,,0,319,130,129
286,3G,595,BJL,DKR,,0,319,130,38
287,3G,595,BJL,FNA,,0,319,130,133
288,3G,595,CKY,OXB,,0,319,131,136
289,3G,595,DKR,ACC,,0,319,38,34
290,3G,595,DKR,BJL,,0,319,38,130
291,3G,595,DKR,DLA,,0,319,38,132
292,3G,595,DKR,FNA,,0,319,38,133
293,3G,595,DKR,LOS,,0,319,38,135
294,3G,595,DKR,OXB,,0,319,38,136
295,3G,595,DLA,DKR,,0,319,132,38
296,3G,595,DLA,LOS,,0,319,132,135
297,3G,595,FNA,BJL,,0,319,133,130
298,3G,595,FNA,DKR,,0,319,133,38
299,3G,595,FNA,LGW,,0,319,133,134
300,3G,595,FNA,ROB,,0,319,133,137
301,3G,595,LGW,FNA,,0,319,134,133
302,3G,595,LOS,ACC,,0,319,135,34
303,3G,595,LOS,DKR,,0,319,135,38
304,3G,595,LOS,DLA,,0,319,135,132
305,3G,595,LOS,ROB,,0,319,135,137
306,3G,595,OXB,CKY,,0,319,136,131
307,3G,595,OXB,DKR,,0,319,136,38
308,3G,595,ROB,ACC,,0,319,137,34
309,3G,595,ROB,FNA,,0,319,137,133
310,3G,595,ROB,LOS,,0,319,137,135
311,3H,\N,AKV,YIK,,0,DH8,138,142
312,3H,\N,AKV,YPX,,0,DH8,138,147
313,3H,\N,XGR,YVP,,0,DHT BET,139,155
314,3H,\N,YGL,YGW,,0,DHT,140,141
315,3H,\N,YGL,YPX,,0,73M,140,147
316,3H,\N,YGL,YUL,,0,73M,140,153
317,3H,\N,YGW,YGL,,0,DHT,141,140
318,3H,\N,YGW,YPH,,0,BET,141,145
319,3H,\N,YGW,YSK,,0,DH8,141,150
320,3H,\N,YGW,YUD,,0,DH8,141,152
321,3H,\N,YGW,YUL,,0,DH8,141,153
322,3H,\N,YGW,YUY,,0,DH8,141,154
323,3H,\N,YIK,AKV,,0,DH8,142,138
324,3H,\N,YIK,YZG,,0,DH8,142,158
325,3H,\N,YKG,YPJ,,0,DHT DH8,143,146
326,3H,\N,YKG,YQC,,0,DH8,143,149
327,3H,\N,YKG,YVP,,0,DH8 DHT,143,155
328,3H,\N,YKL,YQB,,0,DH8,144,148
329,3H,\N,YKL,YVP,,0,DH8 BET,144,155
330,3H,\N,YKL,YWK,,0,BET,144,157
331,3H,\N,YKL,YZV,,0,BET DH8,144,159
332,3H,\N,YPH,YPX,,0,DH8 BET,145,147
333,3H,\N,YPH,YUD,,0,DH8,145,152
334,3H,\N,YPH,YVP,,0,BET,145,155
335,3H,\N,YPJ,YKG,,0,DHT DH8,146,143
336,3H,\N,YPJ,YTQ,,0,DHT DH8,146,151
337,3H,\N,YPJ,YVP,,0,DHT,146,155
338,3H,\N,YPX,AKV,,0,DH8,147,138
339,3H,\N,YPX,YGL,,0,73M,147,140
340,3H,\N,YPX,YPH,,0,DH8,147,145
341,3H,\N,YPX,YVP,,0,BET,147,155
342,3H,\N,YQB,YKL,,0,DH8,148,144
343,3H,\N,YQB,YUL,,0,DH8,148,153
344,3H,\N,YQC,YKG,,0,DH8,149,143
345,3H,\N,YQC,YWB,,0,DH8,149,156
346,3H,\N,YSK,YGW,,0,DH8,150,141
347,3H,\N,YSK,YUD,,0,DH8,150,152
348,3H,\N,YTQ,YPJ,,0,DHT DH8,151,146
349,3H,\N,YTQ,YVP,,0,DHT DH8,151,155
350,3H,\N,YUD,YGW,,0,DH8,152,141
351,3H,\N,YUD,YPH,,0,DH8,152,145
352,3H,\N,YUD,YSK,,0,DH8,152,150
353,3H,\N,YUL,YGL,,0,73M,153,140
354,3H,\N,YUL,YGW,,0,DH8,153,141
355,3H,\N,YUL,YQB,,0,DH8,153,148
356,3H,\N,YUL,YUY,,0,DH8,153,154
357,3H,\N,YUY,YGW,,0,DH8,154,141
358,3H,\N,YUY,YUL,,0,DH8,154,153
359,3H,\N,YVP,XGR,,0,DHT BET,155,139
360,3H,\N,YVP,YGW,,0,BET,155,141
361,3H,\N,YVP,YKG,,0,DH8,155,143
362,3H,\N,YVP,YKL,,0,DH8 BET,155,144
363,3H,\N,YVP,YPH,,0,BET,155,145
364,3H,\N,YVP,YPJ,,0,DHT,155,146
365,3H,\N,YVP,YPX,,0,BET,155,147
366,3H,\N,YVP,YTQ,,0,DHT DH8,155,151
367,3H,\N,YWB,YQC,,0,DH8,156,149
368,3H,\N,YWB,YZG,,0,DH8,156,158
369,3H,\N,YWK,YKL,,0,BET,157,144
370,3H,\N,YWK,YZV,,0,BET,157,159
371,3H,\N,YZG,YIK,,0,DH8,158,142
372,3H,\N,YZG,YWB,,0,DH8,158,156
373,3H,\N,YZV,YKL,,0,BET DH8,159,144
374,3H,\N,YZV,YWK,,0,BET,159,157
375,3J,5521,JIB,DXB,,0,737,160,357
376,3J,5521,JIB,JED,,0,737,160,358
377,3J,5521,JIB,MGQ,,0,737,160,161
378,3J,5521,MGQ,NBO,,0,737,161,162
379,3J,5521,NBO,MGQ,,0,737,162,161
380,3K,3021,BKK,SIN,,0,320,163,177
381,3K,3021,DRW,SIN,,0,320,164,177
382,3K,3021,HAK,SIN,,0,320,165,177
383,3K,3021,HGH,SIN,,0,320,166,177
384,3K,3021,HKG,SIN,,0,320,167,177
385,3K,3021,HKT,SIN,,0,320,168,177
386,3K,3021,KIX,MNL,,0,320,169,92
387,3K,3021,KIX,TPE,,0,320,169,179
388,3K,3021,KUL,SIN,,0,320,170,177
389,3K,3021,MNL,KIX,,0,320,92,169
390,3K,3021,MNL,SIN,,0,320,92,177
391,3K,3021,PEN,SIN,,0,320,171,177
392,3K,3021,PER,SIN,,0,320,172,177
393,3K,3021,PNH,SIN,,0,320,173,177
394,3K,3021,REP,SIN,,0,320,174,177
395,3K,3021,RGN,SIN,,0,320,175,177
396,3K,3021,SGN,SIN,,0,320,176,177
397,3K,3021,SIN,BKK,,0,320,177,163
398,3K,3021,SIN,DRW,,0,320,177,164
399,3K,3021,SIN,HAK,,0,320,177,165
400,3K,3021,SIN,HGH,,0,320,177,166
401,3K,3021,SIN,HKG,,0,320,177,167
402,3K,3021,SIN,HKT,,0,320,177,168
403,3K,3021,SIN,KUL,,0,320,177,170
404,3K,3021,SIN,MNL,,0,320,177,92
405,3K,3021,SIN,PEN,,0,320,177,171
406,3K,3021,SIN,PER,,0,320,177,172
407,3K,3021,SIN,PNH,,0,320,177,173
408,3K,3021,SIN,REP,,0,320,177,174
409,3K,3021,SIN,RGN,,0,320,177,175
410,3K,3021,SIN,SGN,,0,320,177,176
411,3K,3021,SIN,SWA,,0,320,177,178
412,3K,3021,SIN,TPE,,0,320,177,179
413,3K,3021,SWA,SIN,,0,320,178,177
414,3K,3021,TPE,KIX,,0,320,179,169
415,3K,3021,TPE,SIN,,0,320,179,177
416,3L,2916,ACH,EBA,,0,DH3,180,183
417,3L,2916,DRS,ZRH,,0,DH3,181,56
418,3L,2916,DUS,FDH,,0,DH3,182,184
419,3L,2916,EBA,ACH,,0,DH3,183,180
420,3L,2916,EBA,FDH,,0,DH3,183,184
421,3L,2916,EBA,MUC,,0,DH3,183,188
422,3L,2916,EBA,ZRH,,0,DH3,183,56
423,3L,2916,FDH,DUS,,0,DH3,184,182
424,3L,2916,FDH,EBA,,0,DH3,184,183
425,3L,2916,FDH,HAM,,0,AT7,184,187
426,3L,2916,FDH,OLB,,0,AT7,184,190
427,3L,2916,FDH,TXL,,0,AT7,184,192
428,3L,2916,FDH,ZAD,,0,AT7,184,193
429,3L,2916,FMM,NAP,,0,AT7,185,189
430,3L,2916,GRZ,ZRH,,0,DH3,186,56
431,3L,2916,HAM,FDH,,0,AT7,187,184
432,3L,2916,MUC,EBA,,0,DH3,188,183
433,3L,2916,NAP,FMM,,0,AT7,189,185
434,3L,2916,OLB,FDH,,0,AT7,190,184
435,3L,2916,SZG,ZRH,,0,DH3,191,56
436,3L,2916,TXL,FDH,,0,AT7,192,184
437,3L,2916,ZAD,FDH,,0,AT7,193,184
438,3L,2916,ZRH,DRS,,0,DH3,56,181
439,3L,2916,ZRH,EBA,,0,DH3,56,183
440,3L,2916,ZRH,GRZ,,0,DH3,56,186
441,3L,2916,ZRH,SZG,,0,DH3,56,191
442,3M,20710,ATL,LWB,,0,SF3,194,205
443,3M,20710,ATL,MCN,,0,SF3,194,206
444,3M,20710,ATL,MEI,,0,SF3,194,208
445,3M,20710,ATL,MSL,,0,SF3,194,210
446,3M,20710,ATL,PIB,,0,SF3,194,212
447,3M,20710,ATL,TUP,,0,SF3,194,218
448,3M,20710,BIM,FLL,,0,SF3,195,198
449,3M,20710,ELH,FLL,,0,SF3,196,198
450,3M,20710,ELH,PBI,,0,SF3,196,211
451,3M,20710,EYW,FLL,,0,SF3,197,198
452,3M,20710,EYW,RSW,,0,SF3,197,214
453,3M,20710,EYW,TPA,,0,SF3,197,217
454,3M,20710,FLL,BIM,,0,SF3,198,195
455,3M,20710,FLL,ELH,,0,SF3,198,196
456,3M,20710,FLL,EYW,,0,SF3,198,197
457,3M,20710,FLL,FPO,,0,SF3,198,199
458,3M,20710,FLL,GGT,,0,SF3,198,200
459,3M,20710,FLL,GHB,,0,SF3,198,201
460,3M,20710,FLL,MCO,,0,SF3,198,207
461,3M,20710,FLL,MHH,,0,SF3,198,209
462,3M,20710,FLL,TCB,,0,SF3,198,215
463,3M,20710,FLL,TPA,,0,SF3,198,217
464,3M,20710,FPO,FLL,,0,SF3,199,198
465,3M,20710,GGT,FLL,,0,SF3,200,198
466,3M,20710,GGT,GHB,,0,SF3,200,201
467,3M,20710,GHB,FLL,,0,SF3,201,198
468,3M,20710,GLH,TUP,,0,SF3,202,218
469,3M,20710,GNV,MCO,,0,SF3,203,207
470,3M,20710,GNV,TPA,,0,SF3,203,217
471,3M,20710,JAX,MHH,,0,SF3,204,209
472,3M,20710,JAX,TPA,,0,SF3,204,217
473,3M,20710,LWB,ATL,,0,SF3,205,194
474,3M,20710,MCN,ATL,,0,SF3,206,194
475,3M,20710,MCN,MCO,,0,SF3,206,207
476,3M,20710,MCO,FLL,,0,SF3,207,198
477,3M,20710,MCO,GNV,,0,SF3,207,203
478,3M,20710,MCO,MCN,,0,SF3,207,206
479,3M,20710,MCO,MHH,,0,SF3,207,209
480,3M,20710,MCO,PNS,,0,SF3,207,213
481,3M,20710,MCO,RSW,,0,SF3,207,214
482,3M,20710,MCO,TLH,,0,SF3,207,216
483,3M,20710,MEI,ATL,,0,SF3,208,194
484,3M,20710,MHH,FLL,,0,SF3,209,198
485,3M,20710,MHH,JAX,,0,SF3,209,204
486,3M,20710,MHH,MCO,,0,SF3,209,207
487,3M,20710,MHH,PBI,,0,SF3,209,211
488,3M,20710,MSL,ATL,,0,SF3,210,194
489,3M,20710,PBI,ELH,,0,SF3,211,196
490,3M,20710,PBI,MHH,,0,SF3,211,209
491,3M,20710,PBI,TPA,,0,SF3,211,217
492,3M,20710,PIB,ATL,,0,SF3 ,212,194
493,3M,20710,PNS,MCO,,0,SF3,213,207
494,3M,20710,PNS,TPA,,0,SF3,213,217
495,3M,20710,RSW,EYW,,0,SF3,214,197
496,3M,20710,RSW,MCO,,0,SF3,214,207
497,3M,20710,TCB,FLL,,0,SF3,215,198
498,3M,20710,TLH,MCO,,0,SF3,216,207
499,3M,20710,TLH,TPA,,0,SF3,216,217
500,3M,20710,TPA,EYW,,0,SF3,217,197
501,3M,20710,TPA,FLL,,0,SF3,217,198
502,3M,20710,TPA,GNV,,0,SF3,217,203
503,3M,20710,TPA,JAX,,0,SF3,217,204
504,3M,20710,TPA,PBI,,0,SF3,217,211
505,3M,20710,TPA,PNS,,0,SF3,217,213
506,3M,20710,TPA,TLH,,0,SF3,217,216
507,3M,20710,TUP,ATL,,0,SF3 ,218,194
508,3M,20710,TUP,GLH,,0,SF3,218,202
509,3O,9818,AMS,NDR,,0,320,219,229
510,3O,9818,AMS,TNG,,0,320,219,233
511,3O,9818,BCN,CMN,,0,320,129,224
512,3O,9818,BCN,NDR,,0,320,129,229
513,3O,9818,BCN,TNG,,0,320,129,233
514,3O,9818,BGY,CMN,,0,320,220,224
515,3O,9818,BLQ,CMN,,0,320,221,224
516,3O,9818,BRU,CMN,,0,320,222,224
517,3O,9818,BRU,NDR,,0,320,222,229
518,3O,9818,BRU,TNG,,0,320,222,233
519,3O,9818,CGN,NDR,,0,320,223,229
520,3O,9818,CMN,BCN,,0,320,224,129
521,3O,9818,CMN,BGY,,0,320,224,220
522,3O,9818,CMN,BLQ,,0,320,224,221
523,3O,9818,CMN,BRU,,0,320,224,222
524,3O,9818,CMN,CUF,,0,320,224,225
525,3O,9818,CMN,LGW,,0,320,224,134
526,3O,9818,CMN,LYS,,0,320,224,227
